dataset,model,score_optimized,score_not_optimized
ionosphere,knn,0.8444444444444443,0.8636363636363636
ionosphere,knn,0.8260869565217391,0.8351648351648352
ionosphere,knn,0.7659574468085106,0.8351648351648352
ionosphere,knn,0.8735632183908045,0.8636363636363636
ionosphere,knn,0.8941176470588235,0.8941176470588235
ionosphere,knn,0.7835051546391751,0.8085106382978724
ionosphere,knn,0.8409090909090909,0.8222222222222223
ionosphere,knn,0.8444444444444443,0.8314606741573034
megawatt1,random_forest,0.6250000000000001,0.5714285714285714
megawatt1,random_forest,0.6666666666666666,0.7368421052631577
megawatt1,random_forest,0.5333333333333333,0.5333333333333333
megawatt1,random_forest,0.6666666666666665,0.5882352941176471
megawatt1,random_forest,0.7058823529411765,0.761904761904762
megawatt1,random_forest,0.4615384615384615,0.39999999999999997
megawatt1,random_forest,0.7058823529411765,0.75
megawatt1,random_forest,0.5714285714285715,0.5714285714285715
megawatt1,random_forest,0.625,0.5333333333333333
megawatt1,random_forest,0.75,0.75
megawatt1,random_forest,0.6666666666666666,0.7368421052631577
megawatt1,random_forest,0.631578947368421,0.6666666666666667
megawatt1,random_forest,0.5333333333333333,0.761904761904762
megawatt1,random_forest,0.5333333333333333,0.5333333333333333
megawatt1,random_forest,0.8888888888888888,0.8421052631578948
megawatt1,random_forest,0.42857142857142855,0.5714285714285715
megawatt1,random_forest,0.7142857142857143,0.7777777777777778
megawatt1,random_forest,0.6666666666666665,0.75
megawatt1,random_forest,0.5333333333333333,0.42857142857142855
megawatt1,random_forest,0.823529411764706,0.7777777777777777
megawatt1,random_forest,0.7272727272727274,0.7272727272727274
megawatt1,random_forest,0.4210526315789474,0.3333333333333333
megawatt1,random_forest,0.631578947368421,0.631578947368421
megawatt1,random_forest,0.631578947368421,0.47058823529411764
megawatt1,random_forest,0.5714285714285715,0.6
megawatt1,random_forest,0.8421052631578948,0.8421052631578948
megawatt1,random_forest,0.5555555555555556,0.625
